   57   2.0000E-06
   60   2.0000E-06
   64   8.0000E-06
   65   2.0000E-06
   66   6.0000E-06
   68   3.0000E-06
   72   6.0000E-06
   73   2.0000E-06
   74   4.0000E-06
   75   1.8000E-05
   76   4.2000E-05
   77   1.2900E-04
   78   3.2900E-04
   79   7.4800E-04
   80   1.7430E-03
   81   3.4300E-03
   82   6.5650E-03
   83   1.1945E-02
   84   1.9498E-02
   85   3.0111E-02
   86   4.3475E-02
   87   5.8803E-02
   88   7.2352E-02
   89   8.4679E-02
   90   9.2931E-02
   91   9.2902E-02
   92   8.9769E-02
   93   8.0331E-02
   94   6.9848E-02
   95   5.8561E-02
   96   4.9493E-02
   97   4.2325E-02
   98   3.7929E-02
   99   3.5223E-02
  100   3.3536E-02
  101   3.5223E-02
  102   3.7929E-02
  103   4.2325E-02
  104   4.9493E-02
  105   5.8561E-02
  106   6.9848E-02
  107   8.0331E-02
  108   8.9769E-02
  109   9.2902E-02
  110   9.2931E-02
  111   8.4679E-02
  112   7.2352E-02
  113   5.8803E-02
  114   4.3475E-02
  115   3.0111E-02
  116   1.9498E-02
  117   1.1945E-02
  118   6.5650E-03
  119   3.4300E-03
  120   1.7430E-03
  121   7.4800E-04
  122   3.2900E-04
  123   1.2900E-04
  124   4.2000E-05
  125   1.8000E-05
  126   4.0000E-06
  127   2.0000E-06
  128   6.0000E-06
  132   3.0000E-06
  134   6.0000E-06
  135   2.0000E-06
  136   8.0000E-06
  140   2.0000E-06
  143   2.0000E-06
