Ac215      5.95214
Ac223      5.66223
Ac224      6.66817
Ac225      5.39943
Ac226      6.53101
Ac227      5.02618
Ac228      6.27604
Ac229      4.92287
Ac230      6.14686
Ac231      4.67975
Ac232      5.91771
Ac233      4.53816
Ac234      5.55536
Ac235      4.20748
Ac236      5.27232
Ac237      4.00932
Ac238      5.30132
Am231      7.06132
Am232      8.20632
Am233      6.89432
Am234      7.90872
Am235      6.65492
Am236      7.54232
Am237      6.21990
Am238      7.10238
Am239      5.95157
Am240      6.64710
Am241      5.53764
Am242      6.36433
Am243      5.36719
Am244      6.05004
Am245      4.97774
Am246      5.91232
Am247      4.66132
Am248      5.53032
Am249      4.23932
Am250      5.44332
At198     10.18595
At199      8.23584
At200      9.87287
At201      7.87699
At202      9.63882
At203      7.78397
At204      9.18059
At205      7.52619
At206      8.85942
At207      7.31374
At208      8.48519
At209      7.15965
At210      7.74641
At211      5.05228
At212      6.02270
At219      4.09160
At220      5.66434
At221      3.90102
At222      5.59634
At223      3.78831
At224      5.48234
At225      3.71132
At226      5.30132
At227      3.62132
At228      5.06132
At229      3.47932
At230      5.21632
Au177      8.82862
Au178     10.75687
Au179      8.70840
Au180     10.31682
Au181      8.50416
Au182      9.95883
Au183      8.19855
Au184      9.61076
Au185      7.92803
Au186      9.38525
Au187      7.41386
Au188      9.28197
Au189      7.32290
Au190      9.03569
Au191      7.04560
Au192      8.70397
Au193      6.87844
Au194      8.42643
Au195      6.64298
Au196      8.07236
Au197      6.51236
Au198      7.58428
Au199      6.21766
Au200      7.23193
Au201      6.02360
Au202      6.86178
Au203      5.31788
Au204      6.25132
Au205      3.69132
Au206      4.52132
Au207      3.34132
Au208      4.39132
Au209      3.16132
Au210      4.11732
Au211      3.01632
Bh265      6.36232
Bh266      7.41032
Bh267      6.12932
Bh268      7.30132
Bh269      5.31832
Bh270      6.44232
Bh271      5.14332
Bh272      6.17532
Bh273      4.99232
Bh274      6.05332
Bh275      4.90132
Bh276      5.92132
Bi191      8.36651
Bi192     10.42135
Bi193      8.20978
Bi194     10.07387
Bi195      8.05479
